PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Total_Fluorescence-Curve_Description,Total_Fluorescence-Fit_LogAC50,Total_Fluorescence-Fit_HillSlope,Total_Fluorescence-Fit_R2,Total_Fluorescence-Fit_InfiniteActivity,Total_Fluorescence-Fit_ZeroActivity,Total_Fluorescence-Fit_CurveClass,Total_Fluorescence-Excluded_Points,Total_Fluorescence-Max_Response,Total_Fluorescence-Activity at 0.0000080105 uM,Total_Fluorescence-Activity at 0.0000240316 uM,Total_Fluorescence-Activity at 0.0000720949 uM,Total_Fluorescence-Activity at 0.0002162846 uM,Total_Fluorescence-Activity at 0.0006488539 uM,Total_Fluorescence-Activity at 0.00195 uM,Total_Fluorescence-Activity at 0.00584 uM,Total_Fluorescence-Activity at 0.011 uM,Total_Fluorescence-Activity at 0.024 uM,Total_Fluorescence-Activity at 0.056 uM,Total_Fluorescence-Activity at 0.112 uM,Total_Fluorescence-Activity at 0.185 uM,Total_Fluorescence-Activity at 0.370 uM,Total_Fluorescence-Activity at 0.739 uM,Total_Fluorescence-Activity at 1.479 uM,Total_Fluorescence-Activity at 2.959 uM,Total_Fluorescence-Activity at 5.916 uM,Total_Fluorescence-Activity at 11.83 uM,Total_Fluorescence-Activity at 23.66 uM,Total_Fluorescence-Activity at 47.32 uM,Total_Fluorescence-Activity at 94.62 uM,Total_Fluorescence-Activity at 143.8 uM,Total_Fluorescence-Activity at 287.5 uM,FP-Curve_Description,FP-Fit_LogAC50,FP-Fit_HillSlope,FP-Fit_R2,FP-Fit_InfiniteActivity,FP-Fit_ZeroActivity,FP-Fit_CurveClass,FP-Excluded_Points,FP-Max_Response,FP-Activity at 0.0000080105 uM,FP-Activity at 0.0000240316 uM,FP-Activity at 0.0000720949 uM,FP-Activity at 0.0002162846 uM,FP-Activity at 0.0006488539 uM,FP-Activity at 0.00195 uM,FP-Activity at 0.00584 uM,FP-Activity at 0.011 uM,FP-Activity at 0.024 uM,FP-Activity at 0.056 uM,FP-Activity at 0.112 uM,FP-Activity at 0.185 uM,FP-Activity at 0.370 uM,FP-Activity at 0.739 uM,FP-Activity at 1.479 uM,FP-Activity at 2.959 uM,FP-Activity at 5.916 uM,FP-Activity at 11.83 uM,FP-Activity at 23.66 uM,FP-Activity at 47.32 uM,FP-Activity at 94.62 uM,FP-Activity at 143.8 uM,FP-Activity at 287.5 uM,Compound QC
60,50112964,10040286,C1C2C3C4C1C5C2C6C3C4C5(N6CCC7=CC(=CC=C7)F)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,24.6511,,,,,,,,,,-3.4558,-5.1905,-3.6513,-1.6395,-0.2511,0.4427,0.7782,2.5392,2.4965,4.5671,12.7932,24.6511,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,22.9385,,,,,,,,,,-7.7961,-16.3418,-1.6492,-3.2984,-3.4483,9.5952,3.1484,6.2969,6.2969,2.2489,5.5472,22.9385,,,QC'd by null
61,17409845,1475304,CN(C)/C=C(/C(=O)C1=CC=C(C=C1)Cl)\S(=O)(=O)C2=CC=C(C=C2)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-1.3129,,,,,,,,,,,,-13.0753,-8.9926,-8.9034,-3.0274,-5.4092,-2.8282,-2.8584,-1.9881,1.3173,-0.7246,-2.337,-1.3129,,,,,,,4,0 1 0 0 0 0 0 0 0 0 1 0,6.4757,,,,,,,,,,,,17.5592,2.2416,11.5816,6.6002,10.0872,4.7323,3.2379,3.3624,4.3587,-2.9888,-7.5965,6.4757,QC'd by DPISMR
62,17407039,1808607,CC1=C(C(=CC=C1)NC(=O)CSC2=NC3=C(S2)C=C(C=C3)NC(=O)CSC4=NN=NN4C5=CC=CC=C5)C,Inconclusive,20,,,Inhibitor,20,41.6897,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,24.2468,,,,,,,,,,3.8251,2.8587,2.0298,0.9658,3.5489,3.0516,3.762,2.9563,1.8471,-2.1071,10.9805,24.2468,,,Complete curve; partial efficacy,-4.699,4.9549,0.9181,-41.2924,0.3973,-1.2,0 0 0 0 0 0 0 1 0 0 0 1,8.5457,,,,,,,,,,-1.3493,6.2969,-5.3973,2.6987,-3.7481,-3.5982,2.6987,-16.4918,1.7991,-39.7301,-38.3808,8.5457,,,QC'd by DPISMR
63,49677209,4858342,CCCCN1C2=C(C=C(C=C2)S(=O)(=O)N)N=C1SCC(=O)NCC3=CC(=C(C=C3)OC)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-7.6012,,,,,,,,,,,,-1.2038,1.3829,1.3584,0.7987,-0.0234,3.6947,-2.4468,-5.0549,-2.374,-5.4077,-5.6633,-7.6012,,,,,,,4,0 0 0 0 1 0 0 1 0 0 0 0,-17.061,,,,,,,,,,,,-6.1021,-4.8568,-0.9963,-1.7435,1.9925,-5.4795,-8.9664,-13.6986,-9.34,-6.1021,-5.1059,-17.061,QC'd by Enamine
64,24781207,2469388,C1=CC=C(C(=C1)N2C(=O)C3=C(C2=O)C=C(C=C3)C(=O)NC4=NN=C(S4)SCC5=CC=C(C=C5)F)Cl,Inconclusive,10,,,Quencher,25.1189,30.576,,Complete curve; partial efficacy; poor fit,-4.6,1.9673,0.9576,-28.576,2,-1.4,0 0 0 0 0 0 0 0 0 0 0 1,-14.4202,,,,,,,,,,,,2.0895,0.5309,3.1158,0.9474,1.2024,2.3387,-1.9026,-10.2123,-13.8913,-30.0633,-25.3954,-14.4202,Complete curve; partial efficacy,-4.4,3.9295,0.9228,-38.5062,-5.1413,-1.2,0 0 0 0 0 0 0 0 0 0 0 1,64.6326,,,,,,,,,,,,-5.604,-6.3512,-6.7248,-9.7136,-1.2453,-4.7323,-2.7397,-8.2192,-16.0648,-42.7148,-32.8767,64.6326,QC'd by Enamine
65,17503767,4435982,COC1=C(C(=CC=C1)OC)C(=O)NC(=S)NC2=C(C=C3C4=CC=CC=C4OC3=C2)OC,Active,82,,,Inhibitor,11.2468,84.4723,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 0,25.1451,,,,,,,,,,4.5315,4.4079,8.1102,4.4825,5.4562,1.5036,0.7822,-4.5243,-9.181,0.8607,15.1722,25.1451,,,Complete curve; high efficacy,-4.949,3.0654,0.9302,-85.5112,-1.039,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-62.2189,,,,,,,,,,-1.3493,0.2999,-7.4963,-3.7481,2.099,0.2999,-3.7481,-13.1934,-55.0225,-101.799,-95.5022,-62.2189,,,QC'd by InterBioScreen
66,49729254,24792594,CNC[C@H](CC1CCCCC1)NC[C@H](CC2=CC=CC=C2)NCCC34CC5CC(C3)CC(C5)C4,Active,82,,,Inhibitor,63.0957,165.665,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 1,-5.8871,,,,,,,,,,,,-4.4199,-5.2933,-4.2639,-3.1455,-2.3582,-0.9227,0.6155,7.2582,10.2632,3.33,-3.9398,-5.8871,Complete curve; high efficacy,-4.2,1.8851,0.9924,-162.562,3.1034,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-149.689,,,,,,,,,,,,3.4869,4.6077,0.6227,-6.9738,5.4795,1.2453,0.3736,-4.2341,-33.9975,-98.132,-132.628,-149.689,QC'd by Richard A Houghten - Torrey Pines Institute for Molecular Studies - MLI PSL
67,50111921,24867930,CC1CC=CC2C1C(=O)N(C2C3=C(C=CC(=C3)C)F)CC4=CC=CC=C4,Inconclusive,10,,,Fluorescent,25.1189,58.013,,Complete curve; partial efficacy,-4.6,1.7137,0.9893,51.9323,-6.0807,1.2,0 0 0 0 0 0 0 0 0 0 0 0,47.6225,,,,,,,,,,-6.0622,-9.2339,-7.5866,-6.0226,-5.776,-3.1321,-1.8511,2.9128,6.3047,27.731,41.0132,47.6225,,,Partial curve; partial efficacy,-4.899,0.8,0.8373,50.7736,3.578,2.2,0 0 0 0 0 0 0 0 0 0 0 0,38.081,,,,,,,,,,0.7496,-0.8996,13.7931,13.7931,9.1454,13.943,17.0915,9.4453,31.4843,36.8816,47.5262,38.081,,,QC'd by KUCMLD
68,49724887,16244845,CCCN1CCN(CC1)CC(COC(C2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC)O.C(=O)(C(=O)O)O,Inconclusive,10,,,Fluorescent,56.3677,53.7947,,Partial curve; partial efficacy,-4.249,1.5936,0.9533,49.242,-4.5528,2.2,0 0 0 0 0 0 0 0 0 0 0 0,37.5209,,,,,,,,,,-9.8226,-7.9385,-6.8781,-3.1931,0.0697,-2.9521,-1.7885,0.8485,1.8062,6.2836,22.3146,37.5209,,,Partial curve; partial efficacy,-4.149,1.4787,0.8043,48.1702,1.4228,2.2,0 0 0 0 0 0 0 0 0 0 0 0,36.7316,,,,,,,,,,-4.6477,6.1469,12.5937,1.1994,-0.5997,-1.949,-3.7481,3.4483,6.8966,15.7421,16.3418,36.7316,,,QC'd by Enamine
69,49665197,2936192,CC1=C(C(=O)NN1)C(C2=C(C=CC(=C2)OC)OC)C3=C(NNC3=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 0,-8.1138,,,,,,,,,,,,-2.2561,-1.4609,-1.4977,-3.5417,-2.2808,-3.9395,-0.6301,-5.0695,-2.0994,-9.1653,-9.062,-8.1138,,,,,,,4,1 0 0 0 0 0 0 1 0 0 0 0,-9.4645,,,,,,,,,,,,-6.7248,-5.9776,-1.3699,-1.6189,-0.9963,-2.1171,-1.9925,5.604,-1.6189,-12.3288,-10.4608,-9.4645,QC'd by Asinex Ltd.
70,26670148,16717706,C[C-]1[C-]([C-]([C-]([C-]1C)C)C)C.C1CCN(C1)C2=CC=NC3=CC=C[C-]32.[Fe],Inconclusive,20,,,Inhibitor,223.872,104.214,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,25.3482,,,,,,,,,,-0.0532,1.0261,0.2143,-0.5154,0.4813,0.9159,2.0482,2.7305,4.6844,9.8545,14.6991,25.3482,,,Partial curve; partial efficacy; poor fit,-3.65,1.9673,0.8932,-104.039,0.1749,-2.4,0 0 0 0 0 0 0 0 0 0 0 0,-78.8177,,,,,,,,,,,,-1.4778,-0.2463,-2.3399,4.4335,-2.9557,-6.0345,3.9409,-1.1084,-4.9261,-8.867,-13.5468,-78.8177,QC'd by null
71,24824264,16195689,C1CCC(CC1)CCC(=O)NCCN2[C@@H](CN3C2=NC[C@@H]3CC4=CC=C(C=C4)O)CC5=CC=C(C=C5)O,Inconclusive,20,,,Inhibitor,199.526,35.6588,,,,,,,,4,,2.7988,,,,,,,,,,,,-0.7231,0.5494,-0.8249,-3.1612,0.9547,-0.0028,-0.2124,0.8403,0.1811,-0.7188,3.329,2.7988,Partial curve; partial efficacy; poor fit,-3.7,0.5,0.5578,-39.6588,-4,-2.4,0 0 0 0 0 0 0 0 0 0 0 0,-31.3823,,,,,,,,,,,,-10.9589,0.1245,-3.1133,-11.208,-11.5816,-13.5741,-12.3288,-11.208,-7.5965,-11.8306,-17.8082,-31.3823,QC'd by Richard A. Houghten - Torrey Pin
72,49645883,8015998,C[C@@H](C(=O)O)NC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2,Active,41,,,Inhibitor,56.3677,93.4951,,,,,,,,4,,-14.1595,,,,,,,,,,-7.921,-6.5006,-2.9754,-3.0699,-2.9149,-2.073,1.2727,-1.2462,-3.4683,-1.1443,-8.7265,-14.1595,,,Partial curve; high efficacy,-4.249,3.0654,0.9804,-94.4906,-0.9955,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-86.057,,,,,,,,,,-2.6987,-0.7496,-0.8996,-9.7451,3.1484,-0.4498,0.7496,3.8981,-6.5967,-8.5457,-47.8261,-86.057,,,QC'd by InterBioScreen
73,24782257,3193431,COC1=CC=C(C=C1)CN2C(=NN=N2)C(C3=CC4=C(C=C3)N=CC=C4)N5CCN(CC5)C6CCCCC6,Active,43,,,Inhibitor,89.1251,116.197,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-14.3595,,,,,,,,,,,,-0.0541,-0.3713,-0.1833,-0.8344,3.0082,1.1519,1.2901,-0.5536,-6.0865,-12.5711,-11.3182,-14.3595,Partial curve; high efficacy,-4.05,1.5579,0.9844,-123.37,-7.1731,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-108.219,,,,,,,,,,,,-7.472,-7.5965,-11.0834,-7.9701,-5.9776,-9.2154,-7.9701,-8.0946,-40.5978,-53.3001,-84.4334,-108.219,QC'd by Asinex Ltd.
74,49665367,24761084,CN1CCN(CC1)CC(=O)NC2=C(C=CC=C2OC)OC.C(=O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0,-0.7376,,,,,,,,,,2.9911,1.8308,8.8824,1.8276,4.5032,5.3052,3.4286,2.4717,3.6694,1.4427,-0.0402,-0.7376,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-8.9394,,,,,,,,,,1.0606,2.7273,8.4848,9.8485,-2.1212,2.5758,3.6364,2.5758,1.5152,-6.3636,-12.7273,-8.9394,,,QC'd by Asinex Ltd.
75,24793233,893158,CC1=CC=CC=C1C2=NNC(=S)N2C,Inactive,0,,,Inactive,,,,,,,,,,4,,3.7199,,,,,,,,,,-0.2212,1.2364,1.7514,0.4469,2.0065,3.6444,2.6257,1.8544,1.6486,1.877,0.9362,3.7199,,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 0 0,-6.9697,,,,,,,,,,1.0606,8.7879,0.303,3.9394,8.6364,0.303,-1.9697,-2.2727,-2.5758,-10.7576,-0.6061,-6.9697,,,QC'd by ChemBridge
76,49675101,2333509,C1=CC=C(C=C1)C2=CC=C(C=C2)/C(=C/C3=CC=C(C=C3)F)/C(=O)O,Inconclusive,10,,,Quencher,158.489,31.1443,,Partial curve; partial efficacy,-3.8,3.0654,0.9094,-37.8776,-6.7333,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-37.1349,,,,,,,,,,,,-10.8437,-9.8521,-9.7149,-8.3306,-5.1049,-3.1111,-3.7077,-3.9147,-6.0143,-9.6213,-18.3341,-37.1349,Partial curve; partial efficacy,-3.85,3.0654,0.9341,-37.6391,8.068,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-37.7009,,,,,,,,,,,,10.754,11.9901,12.979,8.8999,2.225,10.136,3.5847,4.5735,8.4054,1.1125,-13.1026,-37.7009,QC'd by Enamine
77,26665545,765305,C1CNC2=C(C1=O)C=C(C=C2Cl)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-0.9544,,,,,,,,,,-11.9221,-14.2566,-11.1864,-8.7433,-5.077,-4.6675,-5.2603,-2.2273,-3.2311,-2.2473,-2.1016,-0.9544,,,,,,,,,4,0 0 0 0 0 1 0 0 0 0 1 0,10,,,,,,,,,,2.4242,-5.303,3.4848,5.7576,6.5152,1.0606,12.4242,10.4545,15,13.0303,1.0606,10,,,QC'd by null
78,865591,666850,CC1=C(C(=O)N2C(=N1)N=C(N2)C3=CC=C(C=C3)OC)CC(=O)OC,Inconclusive,20,,,Inhibitor,141.254,39.4925,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,5.3648,,,,,,,,,,,,-4.881,-5.3908,-5.8216,-3.7298,-2.833,0.2076,-0.6207,-2.4185,-0.8947,0.7958,1.9086,5.3648,Partial curve; partial efficacy; poor fit,-3.85,2.0479,0.8814,-41.9925,-2.5,-2.4,0 0 0 0 0 0 0 0 0 0 0 0,-34.9938,,,,,,,,,,,,-2.1171,-2.1171,-9.34,2.3661,-5.1059,-1.9925,4.1096,-2.4907,-10.3362,-7.9701,-23.0386,-34.9938,QC'd by DPISMR
79,17409014,1207591,C1=CC(=CN=C1)C(=O)NC(=S)NC2=NC(=CS2)C3=CC=C(C=C3)Br,Inactive,0,,,Activator,177.828,33.0896,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 0 0,-0.2379,,,,,,,,,,-8.9463,-7.5899,-6.6126,-2.9102,-2.0448,-2.4287,-1.4732,-2.5187,-2.9664,-5.4714,-1.9616,-0.2379,,,Single point of activity,-3.75,4.9549,0.67,31.3047,-1.7849,3,0 0 0 0 0 0 0 0 0 0 1 0,31.5204,,,,,,,,,,,,3.0902,9.6415,-3.5847,-0.8653,-1.3597,3.3375,0.9889,-7.1693,-6.0569,-16.9345,-22.8677,31.5204,QC'd by DPISMR
80,29215493,10291556,CC1=CN=C(S1)NC(=O)C2C(=O)C3=CC=CC=C3S(=O)(=O)N2C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,-11.2299,,,,,,,,,,,,-9.9835,-8.7874,-6.6541,-6.2686,-5.0935,-3.8086,-4.275,-1.4732,-3.3376,-2.8214,-4.3733,-11.2299,,,,,,,4,0 0 0 1 0 0 0 0 0 0 0 1,8.8418,,,,,,,,,,,,11.9552,17.5592,20.1743,7.472,14.944,18.4309,17.1856,10.9589,5.2304,7.721,-3.736,8.8418,QC'd by Bionet
81,29215400,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,4.8235,,,,,,,,,,,,-7.9685,-6.7422,-6.562,-4.7386,-3.3329,-1.3226,0.2962,1.0121,0.8263,1.0549,-1.6589,4.8235,,,,,,,4,0 0 0 0 0 1 0 0 0 0 0 0,1.9925,,,,,,,,,,,,14.3213,12.3288,9.589,11.5816,9.0909,16.9365,4.3587,8.0946,4.6077,5.7285,-2.4907,1.9925,QC'd by AKos
82,17515774,4641538,CC1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCC5=CC=CC=C54,Inconclusive,10,,,Fluorescent,70.9627,44.9452,,Partial curve; partial efficacy,-4.149,2.5334,0.9938,46.1783,1.2331,2.2,0 0 0 0 0 0 0 0 0 0 0 0,36.9395,,,,,,,,,,-0.6391,0.534,1.6441,1.104,1.0559,2.7132,0.8688,1.4234,2.3945,5.9851,18.2719,36.9395,,,Complete curve; partial efficacy,-4.749,3.9295,0.9884,-80.8921,-1.8058,-1.2,0 0 0 0 0 0 0 0 0 0 0 1,-38.5307,,,,,,,,,,1.0495,-2.2489,-6.8966,-5.6972,3.1484,-3.7481,-2.099,0,-22.7886,-71.3643,-79.91,-38.5307,,,QC'd by Life Chemicals
83,49675777,3791920,CCN1C=NC2=C1C(=O)N(C(=O)N2CC3=CC=CC=C3)CC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,3.5622,,,,,,,,,,,,-8.6145,-8.8556,-3.9441,-3.9521,-0.4603,-0.1488,0.1154,-0.272,-1.5642,2.8188,2.1659,3.5622,,,,,,,4,0 0 1 1 0 0 0 0 0 0 0 0,-10.0872,,,,,,,,,,,,12.0797,4.7323,-10.0872,7.8456,4.6077,-1.9925,1.1208,-3.1133,-1.7435,-3.6115,-2.2416,-10.0872,QC'd by Enamine
84,49679362,24762035,CCOC(=O)N1CCN(CC1)CCC(=O)C2=CC=C(C=C2)Br.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,8.6787,,,,,,,,,,-3.2981,-0.1203,-1.1878,-4.1385,-2.6295,-4.2908,-0.7808,-2.4925,-3.1724,-1.1247,5.0265,8.6787,,,,,,,,,4,,3.3333,,,,,,,,,,-0.9091,2.7273,0.7576,2.5758,0.7576,-10.9091,4.2424,1.9697,-1.2121,6.8182,4.697,3.3333,,,QC'd by Chem Div
85,17387822,11948867,CN(C)CC1=C(OC2=CC=CC=C2C1C3=CC=CC=C3)C4=CC=C(C=C4)OC.Cl,Inconclusive,10,,,Fluorescent,22.3872,42.5235,,Complete curve; partial efficacy,-4.65,1.6604,0.9911,42.1783,-0.3452,1.2,0 0 0 0 0 0 0 0 0 0 0 0,39.054,,,,,,,,,,0.7386,-0.7636,-1.4733,1.2592,-2.714,2.0121,0.303,4.6074,14.5564,23.414,34.9737,39.054,,,Partial curve; partial efficacy,-4.999,1.2876,0.9098,31.5,0.3182,2.2,0 0 0 0 0 0 0 0 0 0 0 0,32.5758,,,,,,,,,,5.303,2.8788,-6.8182,-2.5758,4.0909,3.6364,6.9697,12.4242,17.4242,29.5455,23.6364,32.5758,,,QC'd by DPISMR
86,49726423,6487885,COC1=CC=C(C=C1)NC(=O)NC2(CCCCC2)C(=O)N3CCOCC3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,2.4991,,,,,,,,,,-7.6278,-6.6579,-3.9616,-4.2715,-2.4307,1.2255,-0.5577,-1.1147,-0.5071,-0.0699,2.5232,2.4991,,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 1,2.5758,,,,,,,,,,-1.5152,2.7273,-2.7273,5.303,6.2121,4.8485,5.9091,6.0606,-8.0303,8.6364,2.8788,2.5758,,,QC'd by Asinex Ltd.
87,49679509,22650,CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)C(=O)O,Active,44,,,Inhibitor,141.254,119.86,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,5.0739,,,,,,,,,,-5.4367,-3.8826,-2.3173,-0.3559,-0.8374,1.9789,1.0705,-0.0134,-0.6068,-0.5928,1.1705,5.0739,,,Partial curve; high efficacy,-3.85,2.7202,0.9514,-124.988,-5.1281,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-122.537,,,,,,,,,,,,-1.3547,5.665,-7.266,-0.8621,-12.6847,-7.8818,-1.2315,-15.3941,-17.3645,-16.7488,-57.6355,-122.537,QC'd by Chem Div
88,24786520,751726,CCOC(=O)CN1C2=CC=CC=C2N3C1=NC(=O)C(=N3)CCC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,4.4954,,,,,,,,,,-4.1125,-1.9015,-1.7565,-0.9733,0.847,1.8662,3.836,1.8973,0.8306,1.5579,3.3038,4.4954,,,,,,,,,4,,-1.2121,,,,,,,,,,-2.2727,-9.3939,-5.6061,-1.5152,6.9697,-5.303,-1.9697,9.5455,6.9697,-1.2121,-1.9697,-1.2121,,,QC'd by ChemBridge
89,49649122,16453817,CC1=CC(=C2C(=C1)OC(=CC2=O)C(=O)NCC3=CC=CC=C3)C,Inactive,0,,,Activator,158.489,47.0666,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,24.4573,,,,,,,,,,,,-8.7102,-6.7525,-7.0858,-6.234,-7.8646,-7.118,-6.5542,-5.4614,-4.1217,-1.5264,-0.61,24.4573,Partial curve; partial efficacy; poor fit,-3.8,3.5117,0.8496,44.2559,-2.8107,2.4,0 0 0 0 0 0 0 0 0 0 0 0,52.9265,,,,,,,,,,,,-9.9626,1.9925,2.3661,0.1245,-4.1096,4.4832,-6.7248,-8.4682,-4.6077,2.9888,10.2117,52.9265,QC'd by Chem Div
90,26748133,5318569,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)OC,Inactive,0,,,Activator,223.872,69.3506,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-19.4917,,,,,,,,,,,,-0.3987,0.1755,-2.1924,1.2662,1.3324,1.7856,-6.498,-10.2882,-16.666,-27.482,-24.683,-19.4917,Single point of activity,-3.65,2.7202,0.8128,61.8481,-7.5025,3,0 0 0 0 0 0 0 0 0 1 0 0,47.8207,,,,,,,,,,,,-8.2192,-3.2379,-15.8157,-6.2267,4.3587,-6.4757,-3.8605,-17.3101,-4.2341,-56.538,-2.9888,47.8207,QC'd by Microsource
91,26664762,292106,C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=N3)CC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,4.9909,,,,,,,,,,,,-9.9429,-9.8479,-7.4873,-5.5129,-4.2948,-3.2955,-5.3104,-0.0407,-0.7689,-3.7244,0.6859,4.9909,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,-13.2005,,,,,,,,,,,,0.6227,8.0946,6.7248,5.8531,4.7323,4.6077,0.4981,-0.4981,2.6152,-5.7285,-3.736,-13.2005,QC'd by NCI Chemotherapeutic Agents Repository
92,22410250,6906566,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC4=CC=CC=C4O3)/C=N/NC(=O)C5=CC=CC=C5Br,Inconclusive,20,,,Inhibitor,22.4404,57.3939,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,17.5003,,,,,,,,,,-3.2811,-1.912,-0.4854,-3.2731,-1.9494,0.8591,-0.0127,-0.1772,-0.049,3.5922,17.5789,17.5003,,,Complete curve; partial efficacy,-4.649,4.9549,0.9016,-50.8939,6.5,-1.2,0 0 0 0 0 0 0 0 0 0 0 1,-10.7576,,,,,,,,,,-5.9091,8.9394,6.6667,-4.3939,6.8182,17.7273,9.3939,11.9697,3.9394,-40.6061,-48.9394,-10.7576,,,QC'd by Enamine
93,22401012,4214141,COC1=CC=CC=C1NS(=O)(=O)C2=C(C=CC(=C2)NC(=O)NC3=C(C=C(C=C3)Cl)Cl)N4CCCCC4,Inconclusive,10,,,Fluorescent,31.6979,32.7445,,Partial curve; partial efficacy,-4.499,2.8473,0.986,32,-0.7445,2.2,0 0 0 0 0 0 0 0 0 0 0 0,30.6143,,,,,,,,,,-0.3579,-2.381,-1.0517,-0.2839,0.8412,1.2554,-0.4214,-3.1204,3.7313,13.7743,28.0679,30.6143,,,Complete curve; high efficacy,-4.999,3.132,0.9367,-77.48,2.6667,-1.1,0 0 0 0 0 0 0 0 0 0 0 1,-23.4848,,,,,,,,,,5.1515,7.4242,1.3636,-8.0303,-2.4242,10,-5.6061,-7.7273,-63.6364,-86.6667,-63.0303,-23.4848,,,QC'd by Enamine
94,49816293,1856310,CC(C)C1=CC=C(C=C1)/C=C/C(=O)NC(=S)NC2=NC(=CS2)C3=CC(=C(C=C3)OC)OC,Active,81,,,Inhibitor,17.825,87.1904,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,21.8676,,,,,,,,,,-4.9521,-2.5727,-1.5638,2.2604,2.1103,2.0244,-0.2486,-0.1326,-1.6229,-1.7841,9.3882,21.8676,,,Complete curve; high efficacy,-4.749,4.9549,0.9372,-88.2459,-1.0555,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-70.6147,,,,,,,,,,-17.0915,7.4963,-0.4498,-4.6477,2.099,7.3463,-2.5487,-8.5457,-15.8921,-90.8546,-98.051,-70.6147,,,QC'd by ChemBridge
