1375627,"Antileukemia activity against luciferase expressing human MV411 cells xenografted in NSG mouse assessed as reduction in spleen weight at 80 mg/kg, ip administered for 6 consecutive days",CHEMBL4189794,ChEMBL,ChEMBL,,1,1,,2020/06/18 00:00,2020/06/18 00:00,"Title: Complexity of Blocking Bivalent Protein-Protein Interactions: Development of a Highly Potent Inhibitor of the Menin-Mixed-Lineage Leukemia Interaction._||_Abstract: The protein-protein interaction between menin and mixed-lineage leukemia 1 (MLL1) plays an important role in development of acute leukemia with translocations of the MLL1 gene and in solid tumors. Here, we report the development of a new generation of menin-MLL1 inhibitors identified by structure-based optimization of the thienopyrimidine class of compounds. This work resulted in compound 28 (MI-1481), which showed very potent inhibition of the menin-MLL1 interaction (IC50 = 3.6 nM), representing the most potent reversible menin-MLL1 inhibitor reported to date. The crystal structure of the menin-28 complex revealed a hydrogen bond with Glu366 and hydrophobic interactions, which contributed to strong inhibitory activity of 28. Compound 28 also demonstrates pronounced activity in MLL leukemia cells and in vivo in MLL leukemia models. Thus, 28 is a valuable menin-MLL1 inhibitor that can be used for potential therapeutic applications and in further studies regarding the role of menin in cancer. "
1375626,"In vivo inhibition of menin interaction with MLL in luciferase expressing human MV411 cells xenografted in NSG mouse at 80 mg/kg, ip administered for 21 consecutive days measured at days 7, 14, 21 during compound dosing by bioluminescence method relative to vehicle-treated control",CHEMBL4189793,ChEMBL,ChEMBL,,,1,,2020/06/18 00:00,2020/06/18 00:00,"Title: Complexity of Blocking Bivalent Protein-Protein Interactions: Development of a Highly Potent Inhibitor of the Menin-Mixed-Lineage Leukemia Interaction._||_Abstract: The protein-protein interaction between menin and mixed-lineage leukemia 1 (MLL1) plays an important role in development of acute leukemia with translocations of the MLL1 gene and in solid tumors. Here, we report the development of a new generation of menin-MLL1 inhibitors identified by structure-based optimization of the thienopyrimidine class of compounds. This work resulted in compound 28 (MI-1481), which showed very potent inhibition of the menin-MLL1 interaction (IC50 = 3.6 nM), representing the most potent reversible menin-MLL1 inhibitor reported to date. The crystal structure of the menin-28 complex revealed a hydrogen bond with Glu366 and hydrophobic interactions, which contributed to strong inhibitory activity of 28. Compound 28 also demonstrates pronounced activity in MLL leukemia cells and in vivo in MLL leukemia models. Thus, 28 is a valuable menin-MLL1 inhibitor that can be used for potential therapeutic applications and in further studies regarding the role of menin in cancer. "
1375625,"Toxicity in NSG mouse xenografted with luciferase expressing human MV411 cells assessed as reduction in body weight at 80 mg/kg, ip administered for 21 consecutive days measured during compound dosing",CHEMBL4189792,ChEMBL,ChEMBL,,,1,,2020/06/18 00:00,2020/06/18 00:00,"Title: Complexity of Blocking Bivalent Protein-Protein Interactions: Development of a Highly Potent Inhibitor of the Menin-Mixed-Lineage Leukemia Interaction._||_Abstract: The protein-protein interaction between menin and mixed-lineage leukemia 1 (MLL1) plays an important role in development of acute leukemia with translocations of the MLL1 gene and in solid tumors. Here, we report the development of a new generation of menin-MLL1 inhibitors identified by structure-based optimization of the thienopyrimidine class of compounds. This work resulted in compound 28 (MI-1481), which showed very potent inhibition of the menin-MLL1 interaction (IC50 = 3.6 nM), representing the most potent reversible menin-MLL1 inhibitor reported to date. The crystal structure of the menin-28 complex revealed a hydrogen bond with Glu366 and hydrophobic interactions, which contributed to strong inhibitory activity of 28. Compound 28 also demonstrates pronounced activity in MLL leukemia cells and in vivo in MLL leukemia models. Thus, 28 is a valuable menin-MLL1 inhibitor that can be used for potential therapeutic applications and in further studies regarding the role of menin in cancer. "
1375624,Oral bioavailability in C57BL/6 mouse at 30 mg/kg by LC-MS/MS method,CHEMBL4189791,ChEMBL,ChEMBL,,,1,,2020/06/18 00:00,2020/06/18 00:00,"Title: Complexity of Blocking Bivalent Protein-Protein Interactions: Development of a Highly Potent Inhibitor of the Menin-Mixed-Lineage Leukemia Interaction._||_Abstract: The protein-protein interaction between menin and mixed-lineage leukemia 1 (MLL1) plays an important role in development of acute leukemia with translocations of the MLL1 gene and in solid tumors. Here, we report the development of a new generation of menin-MLL1 inhibitors identified by structure-based optimization of the thienopyrimidine class of compounds. This work resulted in compound 28 (MI-1481), which showed very potent inhibition of the menin-MLL1 interaction (IC50 = 3.6 nM), representing the most potent reversible menin-MLL1 inhibitor reported to date. The crystal structure of the menin-28 complex revealed a hydrogen bond with Glu366 and hydrophobic interactions, which contributed to strong inhibitory activity of 28. Compound 28 also demonstrates pronounced activity in MLL leukemia cells and in vivo in MLL leukemia models. Thus, 28 is a valuable menin-MLL1 inhibitor that can be used for potential therapeutic applications and in further studies regarding the role of menin in cancer. "
1375623,Binding affinity to menin in human MV411 cells assessed as inhibition of protein interaction with AF4-fused MLL by measuring upregulation of ITGAM gene expression at 50 to 200 nM after 6 days by qRT-PCR method,CHEMBL4189790,ChEMBL,ChEMBL,,1,1,1,2020/06/18 00:00,2022/03/18 00:00,"Title: Complexity of Blocking Bivalent Protein-Protein Interactions: Development of a Highly Potent Inhibitor of the Menin-Mixed-Lineage Leukemia Interaction._||_Abstract: The protein-protein interaction between menin and mixed-lineage leukemia 1 (MLL1) plays an important role in development of acute leukemia with translocations of the MLL1 gene and in solid tumors. Here, we report the development of a new generation of menin-MLL1 inhibitors identified by structure-based optimization of the thienopyrimidine class of compounds. This work resulted in compound 28 (MI-1481), which showed very potent inhibition of the menin-MLL1 interaction (IC50 = 3.6 nM), representing the most potent reversible menin-MLL1 inhibitor reported to date. The crystal structure of the menin-28 complex revealed a hydrogen bond with Glu366 and hydrophobic interactions, which contributed to strong inhibitory activity of 28. Compound 28 also demonstrates pronounced activity in MLL leukemia cells and in vivo in MLL leukemia models. Thus, 28 is a valuable menin-MLL1 inhibitor that can be used for potential therapeutic applications and in further studies regarding the role of menin in cancer. "
1375622,Binding affinity to menin in human MV411 cells assessed as inhibition of protein interaction with AF4-fused MLL by measuring downregulation of DLX2 gene expression at 100 nM after 6 days by qRT-PCR method,CHEMBL4189789,ChEMBL,ChEMBL,,1,1,1,2020/06/18 00:00,2022/03/18 00:00,"Title: Complexity of Blocking Bivalent Protein-Protein Interactions: Development of a Highly Potent Inhibitor of the Menin-Mixed-Lineage Leukemia Interaction._||_Abstract: The protein-protein interaction between menin and mixed-lineage leukemia 1 (MLL1) plays an important role in development of acute leukemia with translocations of the MLL1 gene and in solid tumors. Here, we report the development of a new generation of menin-MLL1 inhibitors identified by structure-based optimization of the thienopyrimidine class of compounds. This work resulted in compound 28 (MI-1481), which showed very potent inhibition of the menin-MLL1 interaction (IC50 = 3.6 nM), representing the most potent reversible menin-MLL1 inhibitor reported to date. The crystal structure of the menin-28 complex revealed a hydrogen bond with Glu366 and hydrophobic interactions, which contributed to strong inhibitory activity of 28. Compound 28 also demonstrates pronounced activity in MLL leukemia cells and in vivo in MLL leukemia models. Thus, 28 is a valuable menin-MLL1 inhibitor that can be used for potential therapeutic applications and in further studies regarding the role of menin in cancer. "
1375621,Binding affinity to menin in human MV411 cells assessed as inhibition of protein interaction with AF4-fused MLL by measuring downregulation of MEIS1 gene expression at 100 nM after 6 days by qRT-PCR method,CHEMBL4189788,ChEMBL,ChEMBL,,1,1,1,2020/06/18 00:00,2022/03/18 00:00,"Title: Complexity of Blocking Bivalent Protein-Protein Interactions: Development of a Highly Potent Inhibitor of the Menin-Mixed-Lineage Leukemia Interaction._||_Abstract: The protein-protein interaction between menin and mixed-lineage leukemia 1 (MLL1) plays an important role in development of acute leukemia with translocations of the MLL1 gene and in solid tumors. Here, we report the development of a new generation of menin-MLL1 inhibitors identified by structure-based optimization of the thienopyrimidine class of compounds. This work resulted in compound 28 (MI-1481), which showed very potent inhibition of the menin-MLL1 interaction (IC50 = 3.6 nM), representing the most potent reversible menin-MLL1 inhibitor reported to date. The crystal structure of the menin-28 complex revealed a hydrogen bond with Glu366 and hydrophobic interactions, which contributed to strong inhibitory activity of 28. Compound 28 also demonstrates pronounced activity in MLL leukemia cells and in vivo in MLL leukemia models. Thus, 28 is a valuable menin-MLL1 inhibitor that can be used for potential therapeutic applications and in further studies regarding the role of menin in cancer. "
1375620,Binding affinity to menin in human MV411 cells assessed as inhibition of protein interaction with AF4-fused MLL by measuring downregulation of HOXA9 gene expression at 100 nM after 6 days by qRT-PCR method,CHEMBL4189787,ChEMBL,ChEMBL,,1,1,1,2020/06/18 00:00,2022/03/18 00:00,"Title: Complexity of Blocking Bivalent Protein-Protein Interactions: Development of a Highly Potent Inhibitor of the Menin-Mixed-Lineage Leukemia Interaction._||_Abstract: The protein-protein interaction between menin and mixed-lineage leukemia 1 (MLL1) plays an important role in development of acute leukemia with translocations of the MLL1 gene and in solid tumors. Here, we report the development of a new generation of menin-MLL1 inhibitors identified by structure-based optimization of the thienopyrimidine class of compounds. This work resulted in compound 28 (MI-1481), which showed very potent inhibition of the menin-MLL1 interaction (IC50 = 3.6 nM), representing the most potent reversible menin-MLL1 inhibitor reported to date. The crystal structure of the menin-28 complex revealed a hydrogen bond with Glu366 and hydrophobic interactions, which contributed to strong inhibitory activity of 28. Compound 28 also demonstrates pronounced activity in MLL leukemia cells and in vivo in MLL leukemia models. Thus, 28 is a valuable menin-MLL1 inhibitor that can be used for potential therapeutic applications and in further studies regarding the role of menin in cancer. "
1375619,Cytotoxicity against human U937 cells assessed as cell growth inhibition after 7 days by MTT assay,CHEMBL4189786,ChEMBL,ChEMBL,Confirmatory,,1,,2020/06/18 00:00,2020/06/18 00:00,"Title: Complexity of Blocking Bivalent Protein-Protein Interactions: Development of a Highly Potent Inhibitor of the Menin-Mixed-Lineage Leukemia Interaction._||_Abstract: The protein-protein interaction between menin and mixed-lineage leukemia 1 (MLL1) plays an important role in development of acute leukemia with translocations of the MLL1 gene and in solid tumors. Here, we report the development of a new generation of menin-MLL1 inhibitors identified by structure-based optimization of the thienopyrimidine class of compounds. This work resulted in compound 28 (MI-1481), which showed very potent inhibition of the menin-MLL1 interaction (IC50 = 3.6 nM), representing the most potent reversible menin-MLL1 inhibitor reported to date. The crystal structure of the menin-28 complex revealed a hydrogen bond with Glu366 and hydrophobic interactions, which contributed to strong inhibitory activity of 28. Compound 28 also demonstrates pronounced activity in MLL leukemia cells and in vivo in MLL leukemia models. Thus, 28 is a valuable menin-MLL1 inhibitor that can be used for potential therapeutic applications and in further studies regarding the role of menin in cancer. "
1375618,Cytotoxicity against human K562 cells assessed as cell growth inhibition after 7 days by MTT assay,CHEMBL4189785,ChEMBL,ChEMBL,Confirmatory,,1,,2020/06/18 00:00,2020/06/18 00:00,"Title: Complexity of Blocking Bivalent Protein-Protein Interactions: Development of a Highly Potent Inhibitor of the Menin-Mixed-Lineage Leukemia Interaction._||_Abstract: The protein-protein interaction between menin and mixed-lineage leukemia 1 (MLL1) plays an important role in development of acute leukemia with translocations of the MLL1 gene and in solid tumors. Here, we report the development of a new generation of menin-MLL1 inhibitors identified by structure-based optimization of the thienopyrimidine class of compounds. This work resulted in compound 28 (MI-1481), which showed very potent inhibition of the menin-MLL1 interaction (IC50 = 3.6 nM), representing the most potent reversible menin-MLL1 inhibitor reported to date. The crystal structure of the menin-28 complex revealed a hydrogen bond with Glu366 and hydrophobic interactions, which contributed to strong inhibitory activity of 28. Compound 28 also demonstrates pronounced activity in MLL leukemia cells and in vivo in MLL leukemia models. Thus, 28 is a valuable menin-MLL1 inhibitor that can be used for potential therapeutic applications and in further studies regarding the role of menin in cancer. "
1375617,Cytotoxicity against human MOLM13 cells harboring MLL-AF9 fusion protein assessed as cell growth inhibition after 7 days by MTT assay,CHEMBL4189784,ChEMBL,ChEMBL,Confirmatory,1,2,,2020/06/18 00:00,2022/08/30 00:00,"Title: Complexity of Blocking Bivalent Protein-Protein Interactions: Development of a Highly Potent Inhibitor of the Menin-Mixed-Lineage Leukemia Interaction._||_Abstract: The protein-protein interaction between menin and mixed-lineage leukemia 1 (MLL1) plays an important role in development of acute leukemia with translocations of the MLL1 gene and in solid tumors. Here, we report the development of a new generation of menin-MLL1 inhibitors identified by structure-based optimization of the thienopyrimidine class of compounds. This work resulted in compound 28 (MI-1481), which showed very potent inhibition of the menin-MLL1 interaction (IC50 = 3.6 nM), representing the most potent reversible menin-MLL1 inhibitor reported to date. The crystal structure of the menin-28 complex revealed a hydrogen bond with Glu366 and hydrophobic interactions, which contributed to strong inhibitory activity of 28. Compound 28 also demonstrates pronounced activity in MLL leukemia cells and in vivo in MLL leukemia models. Thus, 28 is a valuable menin-MLL1 inhibitor that can be used for potential therapeutic applications and in further studies regarding the role of menin in cancer. "
1375616,Cytotoxicity against human MV411 cells harboring MLL-AF4 fusion protein assessed as cell growth inhibition after 7 days by MTT assay,CHEMBL4189783,ChEMBL,ChEMBL,Confirmatory,2,2,,2020/06/18 00:00,2022/08/30 00:00,"Title: Complexity of Blocking Bivalent Protein-Protein Interactions: Development of a Highly Potent Inhibitor of the Menin-Mixed-Lineage Leukemia Interaction._||_Abstract: The protein-protein interaction between menin and mixed-lineage leukemia 1 (MLL1) plays an important role in development of acute leukemia with translocations of the MLL1 gene and in solid tumors. Here, we report the development of a new generation of menin-MLL1 inhibitors identified by structure-based optimization of the thienopyrimidine class of compounds. This work resulted in compound 28 (MI-1481), which showed very potent inhibition of the menin-MLL1 interaction (IC50 = 3.6 nM), representing the most potent reversible menin-MLL1 inhibitor reported to date. The crystal structure of the menin-28 complex revealed a hydrogen bond with Glu366 and hydrophobic interactions, which contributed to strong inhibitory activity of 28. Compound 28 also demonstrates pronounced activity in MLL leukemia cells and in vivo in MLL leukemia models. Thus, 28 is a valuable menin-MLL1 inhibitor that can be used for potential therapeutic applications and in further studies regarding the role of menin in cancer. "
1375615,Cytotoxicity against mouse bone marrow cells transformed with control oncogenes Hoxa9/Meis1 assessed as cell growth inhibition after 7 days by MTT assay,CHEMBL4189782,ChEMBL,ChEMBL,Confirmatory,,1,,2020/06/18 00:00,2020/06/18 00:00,"Title: Complexity of Blocking Bivalent Protein-Protein Interactions: Development of a Highly Potent Inhibitor of the Menin-Mixed-Lineage Leukemia Interaction._||_Abstract: The protein-protein interaction between menin and mixed-lineage leukemia 1 (MLL1) plays an important role in development of acute leukemia with translocations of the MLL1 gene and in solid tumors. Here, we report the development of a new generation of menin-MLL1 inhibitors identified by structure-based optimization of the thienopyrimidine class of compounds. This work resulted in compound 28 (MI-1481), which showed very potent inhibition of the menin-MLL1 interaction (IC50 = 3.6 nM), representing the most potent reversible menin-MLL1 inhibitor reported to date. The crystal structure of the menin-28 complex revealed a hydrogen bond with Glu366 and hydrophobic interactions, which contributed to strong inhibitory activity of 28. Compound 28 also demonstrates pronounced activity in MLL leukemia cells and in vivo in MLL leukemia models. Thus, 28 is a valuable menin-MLL1 inhibitor that can be used for potential therapeutic applications and in further studies regarding the role of menin in cancer. "
1375614,Binding affinity to human C-terminal Avi-tagged menin expressed in Escherichia coli BL21 (DE3) cells by bio-layer interferometry,CHEMBL4189781,ChEMBL,ChEMBL,Confirmatory,2,2,1,2020/06/18 00:00,2022/08/30 00:00,"Title: Complexity of Blocking Bivalent Protein-Protein Interactions: Development of a Highly Potent Inhibitor of the Menin-Mixed-Lineage Leukemia Interaction._||_Abstract: The protein-protein interaction between menin and mixed-lineage leukemia 1 (MLL1) plays an important role in development of acute leukemia with translocations of the MLL1 gene and in solid tumors. Here, we report the development of a new generation of menin-MLL1 inhibitors identified by structure-based optimization of the thienopyrimidine class of compounds. This work resulted in compound 28 (MI-1481), which showed very potent inhibition of the menin-MLL1 interaction (IC50 = 3.6 nM), representing the most potent reversible menin-MLL1 inhibitor reported to date. The crystal structure of the menin-28 complex revealed a hydrogen bond with Glu366 and hydrophobic interactions, which contributed to strong inhibitory activity of 28. Compound 28 also demonstrates pronounced activity in MLL leukemia cells and in vivo in MLL leukemia models. Thus, 28 is a valuable menin-MLL1 inhibitor that can be used for potential therapeutic applications and in further studies regarding the role of menin in cancer. "
1375613,"Selectivity index, ratio of GI50 for mouse bone marrow cells transformed with control oncogenes Hoxa9/Meis1 to GI50 for binding affinity to menin in mouse bone marrow cells harboring MLL-AF9 fusion protein assessed as inhibition of protein interaction with MLL by measuring cell growth inhibition",CHEMBL4189780,ChEMBL,ChEMBL,,,3,,2020/06/18 00:00,2020/06/18 00:00,"Title: Complexity of Blocking Bivalent Protein-Protein Interactions: Development of a Highly Potent Inhibitor of the Menin-Mixed-Lineage Leukemia Interaction._||_Abstract: The protein-protein interaction between menin and mixed-lineage leukemia 1 (MLL1) plays an important role in development of acute leukemia with translocations of the MLL1 gene and in solid tumors. Here, we report the development of a new generation of menin-MLL1 inhibitors identified by structure-based optimization of the thienopyrimidine class of compounds. This work resulted in compound 28 (MI-1481), which showed very potent inhibition of the menin-MLL1 interaction (IC50 = 3.6 nM), representing the most potent reversible menin-MLL1 inhibitor reported to date. The crystal structure of the menin-28 complex revealed a hydrogen bond with Glu366 and hydrophobic interactions, which contributed to strong inhibitory activity of 28. Compound 28 also demonstrates pronounced activity in MLL leukemia cells and in vivo in MLL leukemia models. Thus, 28 is a valuable menin-MLL1 inhibitor that can be used for potential therapeutic applications and in further studies regarding the role of menin in cancer. "
1375612,Half life in CD-1 mouse liver microsomes at 1 uM after 3 to 60 mins by LC-MS/MS method,CHEMBL4189779,ChEMBL,ChEMBL,,,29,,2020/06/18 00:00,2020/06/18 00:00,"Title: Complexity of Blocking Bivalent Protein-Protein Interactions: Development of a Highly Potent Inhibitor of the Menin-Mixed-Lineage Leukemia Interaction._||_Abstract: The protein-protein interaction between menin and mixed-lineage leukemia 1 (MLL1) plays an important role in development of acute leukemia with translocations of the MLL1 gene and in solid tumors. Here, we report the development of a new generation of menin-MLL1 inhibitors identified by structure-based optimization of the thienopyrimidine class of compounds. This work resulted in compound 28 (MI-1481), which showed very potent inhibition of the menin-MLL1 interaction (IC50 = 3.6 nM), representing the most potent reversible menin-MLL1 inhibitor reported to date. The crystal structure of the menin-28 complex revealed a hydrogen bond with Glu366 and hydrophobic interactions, which contributed to strong inhibitory activity of 28. Compound 28 also demonstrates pronounced activity in MLL leukemia cells and in vivo in MLL leukemia models. Thus, 28 is a valuable menin-MLL1 inhibitor that can be used for potential therapeutic applications and in further studies regarding the role of menin in cancer. "
1375611,Binding affinity to menin in mouse bone marrow cells harboring MLL-AF9 fusion protein assessed as inhibition of protein interaction with MLL by measuring cell growth inhibition after 7 days by MTT assay,CHEMBL4189778,ChEMBL,ChEMBL,Confirmatory,29,29,1,2020/06/18 00:00,2022/08/30 00:00,"Title: Complexity of Blocking Bivalent Protein-Protein Interactions: Development of a Highly Potent Inhibitor of the Menin-Mixed-Lineage Leukemia Interaction._||_Abstract: The protein-protein interaction between menin and mixed-lineage leukemia 1 (MLL1) plays an important role in development of acute leukemia with translocations of the MLL1 gene and in solid tumors. Here, we report the development of a new generation of menin-MLL1 inhibitors identified by structure-based optimization of the thienopyrimidine class of compounds. This work resulted in compound 28 (MI-1481), which showed very potent inhibition of the menin-MLL1 interaction (IC50 = 3.6 nM), representing the most potent reversible menin-MLL1 inhibitor reported to date. The crystal structure of the menin-28 complex revealed a hydrogen bond with Glu366 and hydrophobic interactions, which contributed to strong inhibitory activity of 28. Compound 28 also demonstrates pronounced activity in MLL leukemia cells and in vivo in MLL leukemia models. Thus, 28 is a valuable menin-MLL1 inhibitor that can be used for potential therapeutic applications and in further studies regarding the role of menin in cancer. "
1375610,Displacement of fluorescein-labeled MLL4-43 from full length human menin expressed in Escherichia coli BL21 (DE3) cells after 3 hrs by fluorescence polarization assay,CHEMBL4189777,ChEMBL,ChEMBL,Confirmatory,29,29,1,2020/06/18 00:00,2022/08/30 00:00,"Title: Complexity of Blocking Bivalent Protein-Protein Interactions: Development of a Highly Potent Inhibitor of the Menin-Mixed-Lineage Leukemia Interaction._||_Abstract: The protein-protein interaction between menin and mixed-lineage leukemia 1 (MLL1) plays an important role in development of acute leukemia with translocations of the MLL1 gene and in solid tumors. Here, we report the development of a new generation of menin-MLL1 inhibitors identified by structure-based optimization of the thienopyrimidine class of compounds. This work resulted in compound 28 (MI-1481), which showed very potent inhibition of the menin-MLL1 interaction (IC50 = 3.6 nM), representing the most potent reversible menin-MLL1 inhibitor reported to date. The crystal structure of the menin-28 complex revealed a hydrogen bond with Glu366 and hydrophobic interactions, which contributed to strong inhibitory activity of 28. Compound 28 also demonstrates pronounced activity in MLL leukemia cells and in vivo in MLL leukemia models. Thus, 28 is a valuable menin-MLL1 inhibitor that can be used for potential therapeutic applications and in further studies regarding the role of menin in cancer. "
1272636,Inhibition of menin-MLL (unknown origin) interaction,CHEMBL3757151,ChEMBL,ChEMBL,Confirmatory,1,1,2,2018/09/05 00:00,2022/08/30 00:00,"Title: Peptide-based inhibitors of protein-protein interactions._||_Abstract: Protein-protein interactions (PPIs) are key elements of several important biological processes and have emerged as valuable targets in medicinal chemistry. Importantly, numerous specific protein-protein interactions (e.g., p53-HDM2 and Bcl-2-BH3 domains) were found to be involved in the development of several diseases, including various types of cancer. In general, the discovery of new synthetic PPI inhibitors is a challenging task because protein surfaces have not evolved in a manner that allows for specific binding of low molecular weight compounds. Here, we review the discovery strategies for peptide-based PPI inhibitors. Although peptide-based drug candidates exhibit significant drawbacks (in particular, low proteolytic stability), modifications of either the side chains or backbone could provide molecules of interest. Moreover, due to the large molecular size of peptide-based compounds, the discovery of molecules that specifically interact with extended protein surfaces is possible. Two major strategies for constructing peptide-based PPI inhibitors are as follows: (a) cyclization (e.g., stapled peptides) and (b) modification of the backbone structure (e.g., ?-peptides and peptoids). These approaches for constructing PPI inhibitors enhance both the inhibitory activity and pharmacokinetic properties compared with non-modified ?-peptides. "
1244932,Inhibition of beta-lactamase (unknown origin),CHEMBL3614561,ChEMBL,ChEMBL,Confirmatory,2,2,,2016/12/24 00:00,2022/08/30 00:00,"Title: Rational Design of Orthogonal Multipolar Interactions with Fluorine in Protein-Ligand Complexes._||_Abstract: Multipolar interactions involving fluorine and the protein backbone have been frequently observed in protein-ligand complexes. Such fluorine-backbone interactions may substantially contribute to the high affinity of small molecule inhibitors. Here we found that introduction of trifluoromethyl groups into two different sites in the thienopyrimidine class of menin-MLL inhibitors considerably improved their inhibitory activity. In both cases, trifluoromethyl groups are engaged in short interactions with the backbone of menin. In order to understand the effect of fluorine, we synthesized a series of analogues by systematically changing the number of fluorine atoms, and we determined high-resolution crystal structures of the complexes with menin. We found that introduction of fluorine at favorable geometry for interactions with backbone carbonyls may improve the activity of menin-MLL inhibitors as much as 5- to 10-fold. In order to facilitate the design of multipolar fluorine-backbone interactions in protein-ligand complexes, we developed a computational algorithm named FMAP, which calculates fluorophilic sites in proximity to the protein backbone. We demonstrated that FMAP could be used to rationalize improvement in the activity of known protein inhibitors upon introduction of fluorine. Furthermore, FMAP may also represent a valuable tool for designing new fluorine substitutions and support ligand optimization in drug discovery projects. Analysis of the menin-MLL inhibitor complexes revealed that the backbone in secondary structures is particularly accessible to the interactions with fluorine. Considering that secondary structure elements are frequently exposed at protein interfaces, we postulate that multipolar fluorine-backbone interactions may represent a particularly attractive approach to improve inhibitors of protein-protein interactions. "
1244931,Inhibition of Pro-caspase-6 (unknown origin),CHEMBL3614560,ChEMBL,ChEMBL,Confirmatory,2,2,1,2016/12/24 00:00,2022/08/30 00:00,"Title: Rational Design of Orthogonal Multipolar Interactions with Fluorine in Protein-Ligand Complexes._||_Abstract: Multipolar interactions involving fluorine and the protein backbone have been frequently observed in protein-ligand complexes. Such fluorine-backbone interactions may substantially contribute to the high affinity of small molecule inhibitors. Here we found that introduction of trifluoromethyl groups into two different sites in the thienopyrimidine class of menin-MLL inhibitors considerably improved their inhibitory activity. In both cases, trifluoromethyl groups are engaged in short interactions with the backbone of menin. In order to understand the effect of fluorine, we synthesized a series of analogues by systematically changing the number of fluorine atoms, and we determined high-resolution crystal structures of the complexes with menin. We found that introduction of fluorine at favorable geometry for interactions with backbone carbonyls may improve the activity of menin-MLL inhibitors as much as 5- to 10-fold. In order to facilitate the design of multipolar fluorine-backbone interactions in protein-ligand complexes, we developed a computational algorithm named FMAP, which calculates fluorophilic sites in proximity to the protein backbone. We demonstrated that FMAP could be used to rationalize improvement in the activity of known protein inhibitors upon introduction of fluorine. Furthermore, FMAP may also represent a valuable tool for designing new fluorine substitutions and support ligand optimization in drug discovery projects. Analysis of the menin-MLL inhibitor complexes revealed that the backbone in secondary structures is particularly accessible to the interactions with fluorine. Considering that secondary structure elements are frequently exposed at protein interfaces, we postulate that multipolar fluorine-backbone interactions may represent a particularly attractive approach to improve inhibitors of protein-protein interactions. "
1244930,Inhibition of thrombin (unknown origin),CHEMBL3614559,ChEMBL,ChEMBL,Confirmatory,2,2,1,2016/12/24 00:00,2022/08/30 00:00,"Title: Rational Design of Orthogonal Multipolar Interactions with Fluorine in Protein-Ligand Complexes._||_Abstract: Multipolar interactions involving fluorine and the protein backbone have been frequently observed in protein-ligand complexes. Such fluorine-backbone interactions may substantially contribute to the high affinity of small molecule inhibitors. Here we found that introduction of trifluoromethyl groups into two different sites in the thienopyrimidine class of menin-MLL inhibitors considerably improved their inhibitory activity. In both cases, trifluoromethyl groups are engaged in short interactions with the backbone of menin. In order to understand the effect of fluorine, we synthesized a series of analogues by systematically changing the number of fluorine atoms, and we determined high-resolution crystal structures of the complexes with menin. We found that introduction of fluorine at favorable geometry for interactions with backbone carbonyls may improve the activity of menin-MLL inhibitors as much as 5- to 10-fold. In order to facilitate the design of multipolar fluorine-backbone interactions in protein-ligand complexes, we developed a computational algorithm named FMAP, which calculates fluorophilic sites in proximity to the protein backbone. We demonstrated that FMAP could be used to rationalize improvement in the activity of known protein inhibitors upon introduction of fluorine. Furthermore, FMAP may also represent a valuable tool for designing new fluorine substitutions and support ligand optimization in drug discovery projects. Analysis of the menin-MLL inhibitor complexes revealed that the backbone in secondary structures is particularly accessible to the interactions with fluorine. Considering that secondary structure elements are frequently exposed at protein interfaces, we postulate that multipolar fluorine-backbone interactions may represent a particularly attractive approach to improve inhibitors of protein-protein interactions. "
1244929,Inhibition of N-terminal thioredoxin His6-tagged full-length human menin expressed in Escherichia coli Rosetta (DE3) cells assessed as reduction in menin interaction with FITC-MBM1 peptide of MLL (4 to 15 residues) by fluorescence polarization assay,CHEMBL3614558,ChEMBL,ChEMBL,Confirmatory,9,9,1,2016/12/24 00:00,2022/08/30 00:00,"Title: Rational Design of Orthogonal Multipolar Interactions with Fluorine in Protein-Ligand Complexes._||_Abstract: Multipolar interactions involving fluorine and the protein backbone have been frequently observed in protein-ligand complexes. Such fluorine-backbone interactions may substantially contribute to the high affinity of small molecule inhibitors. Here we found that introduction of trifluoromethyl groups into two different sites in the thienopyrimidine class of menin-MLL inhibitors considerably improved their inhibitory activity. In both cases, trifluoromethyl groups are engaged in short interactions with the backbone of menin. In order to understand the effect of fluorine, we synthesized a series of analogues by systematically changing the number of fluorine atoms, and we determined high-resolution crystal structures of the complexes with menin. We found that introduction of fluorine at favorable geometry for interactions with backbone carbonyls may improve the activity of menin-MLL inhibitors as much as 5- to 10-fold. In order to facilitate the design of multipolar fluorine-backbone interactions in protein-ligand complexes, we developed a computational algorithm named FMAP, which calculates fluorophilic sites in proximity to the protein backbone. We demonstrated that FMAP could be used to rationalize improvement in the activity of known protein inhibitors upon introduction of fluorine. Furthermore, FMAP may also represent a valuable tool for designing new fluorine substitutions and support ligand optimization in drug discovery projects. Analysis of the menin-MLL inhibitor complexes revealed that the backbone in secondary structures is particularly accessible to the interactions with fluorine. Considering that secondary structure elements are frequently exposed at protein interfaces, we postulate that multipolar fluorine-backbone interactions may represent a particularly attractive approach to improve inhibitors of protein-protein interactions. "
